Player ID,Full Name,Position,Nationality,Birthday,Height(cm),Weight(kg)
173,Christian Marques,Defender,Portugal,15/01/2003,187cm,
174,Carney Chukwuemeka,Midfielder,England,20/10/2003,,
175,Dennis Cirkin,Defender,England,06/04/2002,181cm,
176,CJ Egan-Riley,Defender,England,02/01/2003,,
177,Ciaran Clark,Defender,Ireland,26/09/1989,185cm,
178,Harry Clarke,Defender,England,02/03/2001,180cm,
179,Jake Clarke-Salter,Defender,England,22/09/1997,188cm,
180,Leighton Clarkson,Midfielder,England,19/10/2001,175cm,
181,Tom Cleverley,Midfielder,England,12/08/1989,175cm,
182,Nathaniel Clyne,Defender,England,05/04/1991,175cm,67kg
183,Conor Coady,Defender,England,25/02/1993,185cm,73kg
184,Alex Cochrane,Defender,England,21/04/2000,173cm,
185,Séamus Coleman,Defender,Ireland,11/10/1988,177cm,67kg
186,Nathan Collins,Defender,Ireland,30/04/2001,193cm,
187,Aaron Connolly,Forward,Ireland,28/01/2000,,
188,Kamil Conteh,Midfielder,Sierra Leone,26/12/2002,177cm,
189,Liam Cooper,Defender,Scotland,30/08/1991,180cm,73kg
190,Theo Corbeanu,Forward,Canada,17/05/2002,190cm,
191,Jack Cork,Midfielder,England,25/06/1989,183cm,
192,Maxwel Cornet,Forward,Cote D’Ivoire,27/09/1996,179cm,69kg
193,Dara Costelloe,Forward,Ireland,11/12/2002,,
194,Ben Cottrell,Midfielder,England,31/10/2001,,
195,Vladimír Coufal,Defender,Czech Republic,22/08/1992,179cm,76kg
196,Conor Coventry,Midfielder,Ireland,25/03/2000,177cm,
197,Matthew Cox,Goalkeeper,England,02/05/2003,182cm,64kg
198,Michael Craig,Midfielder,Scotland,16/04/2003,,
199,Charlie Cresswell,Defender,England,17/08/2002,,
200,Kane Crichlow,Midfielder,Bermuda,21/08/2000,,
201,Cristiano Ronaldo,Forward,Portugal,05/02/1985,187cm,83kg
202,Cucho Hernández,Forward,Colombia,20/04/1999,176cm,
203,Marc Cucurella,Defender,Spain,22/07/1998,172cm,66kg
204,Tiago Çukur,Forward,Turkey,30/11/2002,196cm,
205,Jamie Cumming,Goalkeeper,England,04/09/1999,186cm,
206,Luke Cundle,Midfielder,England,26/04/2002,,
207,Patrick Cutrone,Forward,Italy,03/01/1998,183cm,
208,Renat Dadahov,Forward,Azerbaijan,17/05/1999,186cm,
209,Pontus Dahlberg,Goalkeeper,Sweden,21/01/1999,194cm,
210,Patson Daka,Forward,Zambia,09/10/1998,183cm,71kg
211,Sam Dalby,Forward,England,07/12/1999,,
212,Vontae Daley-Campbell,Defender,England,02/04/2001,,
213,Stuart Dallas,Defender,Northern Ireland,19/04/1991,183cm,81kg
214,Henrik Dalsgaard,Defender,Denmark,27/07/1989,192cm,
215,Daniel Podence,Midfielder,Portugal,21/10/1995,165cm,58kg
216,Luke Daniels,Goalkeeper,England,05/01/1988,185cm,
217,Scott Dann,Defender,England,14/02/1987,188cm,
218,Karl Darlow,Goalkeeper,England,08/10/1990,190cm,88kg
219,Josh Dasilva,Midfielder,England,23/10/1998,184cm,75kg
220,David Luiz,Defender,Brazil,22/04/1987,189cm,
221,Tom Davies,Midfielder,England,30/06/1998,180cm,70kg
222,Keinan Davis,Forward,England,13/02/1998,191cm,
223,Craig Dawson,Defender,England,06/05/1990,188cm,82kg
224,Laurens De Bock,Defender,Belgium,07/11/1992,179cm,
225,Lucas De Bolle,Midfielder,Scotland,22/10/2002,,
226,Kevin De Bruyne,Midfielder,Belgium,28/06/1991,181cm,68kg
227,David de Gea,Goalkeeper,Spain,07/11/1990,192cm,76kg
228,Troy Deeney,Forward,England,29/06/1988,183cm,
229,Liam Delap,Forward,England,08/02/2003,,
230,Fabian Delph,Midfielder,England,21/11/1989,174cm,
231,Lars Dendoncker,Defender,Belgium,03/04/2001,,
232,Emmanuel Dennis,Forward,Nigeria,15/11/1997,175cm,67kg
233,Halil Dervisoglu,Forward,Turkey,08/12/1999,183cm,
234,Alfie Devine,Midfielder,England,01/08/2004,179cm,
235,Kiernan Dewsbury-Hall,Midfielder,England,06/09/1998,,
236,Amad Diallo,Forward,Cote D’Ivoire,11/07/2002,173cm,
237,Luis Díaz,Forward,Colombia,13/01/1997,178cm,65kg
238,Tyler Dibling,Midfielder,England,12/03/2006,,
239,Thomas Dickson-Peters,Forward,Scotland,16/09/2002,,
240,Diego Rosa,Midfielder,Brazil,12/10/2002,180cm,
241,Eric Dier,Defender,England,15/01/1994,188cm,88kg
242,Lucas Digne,Defender,France,20/07/1993,178cm,74kg
243,Diogo Dalot,Defender,Portugal,18/03/1999,183cm,76kg
244,Diogo Jota,Forward,Portugal,04/12/1996,178cm,68kg
245,Issa Diop,Defender,France,09/01/1997,194cm,92kg
246,Elijah Dixon-Bonner,Midfielder,England,01/01/2001,,
247,Moussa Djenepo,Midfielder,Mali,15/06/1998,177cm,65kg
248,Lewis Dobbin,Forward,England,03/01/2003,,
249,Owen Dodgson,Defender,England,19/03/2003,,
250,Matt Doherty,Defender,Ireland,16/01/1992,185cm,80kg
251,Domingos Quina,Midfielder,Portugal,18/11/1999,179cm,
252,Abdoulaye Doucouré,Midfielder,Mali,01/01/1993,184cm,75kg
253,Douglas Luiz,Midfielder,Brazil,09/05/1998,175cm,66kg
254,Kieran Dowell,Midfielder,England,10/10/1997,175cm,
255,Tommy Doyle,Midfielder,England,17/10/2001,,
256,Cody Drameh,Defender,England,08/12/2001,,
257,Danny Drinkwater,Midfielder,England,05/03/1990,178cm,
258,Anthony Driscoll-Glennon,Defender,England,26/11/1999,181cm,
259,Josip Drmic,Forward,Switzerland,08/08/1992,183cm,
260,Martin Dúbravka,Goalkeeper,Slovakia,15/01/1989,190cm,83kg
261,Shane Duffy,Defender,Ireland,01/01/1992,193cm,76kg
262,Paul Dummett,Defender,Wales,26/09/1991,183cm,82kg
263,Lewis Dunk,Defender,England,21/11/1991,192cm,88kg
264,Jimmy Dunne,Defender,Ireland,19/10/1997,183cm,
265,Frankie Ealing,Defender,England,14/07/2004,,
266,Ederson,Goalkeeper,Brazil,17/08/1993,188cm,86kg
267,Odsonne Édouard,Forward,France,16/01/1998,187cm,83kg
268,Samuel Edozie,Forward,England,28/01/2003,,
269,Pierre Ekwah,Midfielder,France,15/01/2002,,
270,Anwar El Ghazi,Forward,Netherlands,03/05/1995,188cm,
271,Anthony Elanga,Forward,Sweden,27/04/2002,178cm,
272,Robert Elliot,Goalkeeper,Ireland,30/04/1986,190cm,
273,Harvey Elliott,Midfielder,England,04/04/2003,170cm,
274,Mohamed Elyounoussi,Midfielder,Norway,04/08/1994,178cm,70kg
275,Emerson,Defender,Italy,03/08/1994,176cm,63kg
276,Emerson Royal,Defender,Brazil,14/01/1999,181cm,79kg
277,Björn Engels,Defender,Belgium,15/09/1994,193cm,
278,Christian Eriksen,Midfielder,Denmark,14/02/1992,182cm,76kg
279,Peter Etebo,Midfielder,Nigeria,09/11/1995,172cm,
280,Jonny Evans,Defender,Northern Ireland,03/01/1988,188cm,77kg
281,Oliver Ewing,Midfielder,Wales,03/01/2003,,
282,Timothy Eyoma,Defender,England,29/01/2000,183cm,
283,Eberechi Eze,Midfielder,England,29/06/1998,,
284,Lukasz Fabianski,Goalkeeper,Poland,18/04/1985,190cm,83kg
285,Fabinho,Midfielder,Brazil,23/10/1993,188cm,78kg
286,Fábio Silva,Forward,Portugal,19/07/2002,185cm,
287,Malachi Fagan-Walcott,Defender,England,11/03/2002,,
288,Akin Famewo,Defender,England,09/11/1998,187cm,
289,Juan Familia-Castillo,Defender,Netherlands,13/01/2000,,
290,Josh Feeney,Defender,England,06/05/2005,193cm,
291,Felipe Anderson,Midfielder,Brazil,15/04/1993,175cm,
292,Felix Nmecha,Midfielder,Germany,10/10/2000,188cm,
293,Kiko Femenía,Defender,Spain,02/02/1991,176cm,
294,Evan Ferguson,Forward,Ireland,19/10/2004,,
295,Álvaro Fernández,Defender,Spain,23/03/2003,186cm,
296,Fernandinho,Midfielder,Brazil,04/05/1985,179cm,
297,Will Ferry,Midfielder,Ireland,07/12/2000,176cm,
298,Ryan Finnigan,Midfielder,England,23/09/2003,,
299,Junior Firpo,Defender,Spain,22/08/1996,184cm,78kg
300,William Fish,Defender,England,17/02/2003,185cm,
301,Ethan Fitzhugh,Midfielder,England,27/11/2002,,
302,Ashley Fletcher,Forward,England,02/10/1995,185cm,
303,Marcelo Flores,Midfielder,Mexico,01/10/2003,,
304,Shane Flynn,Midfielder,Ireland,14/10/2001,,
305,Phil Foden,Midfielder,England,28/05/2000,171cm,70kg
306,Wesley Fofana,Defender,France,17/12/2000,190cm,
307,Shaqai Forde,Midfielder,England,05/05/2004,,
308,Pablo Fornals,Midfielder,Spain,22/02/1996,178cm,67kg
309,Adam Forshaw,Midfielder,England,08/10/1991,174cm,71kg
310,Marcus Forss,Forward,Finland,18/06/1999,182cm,
311,Fraser Forster,Goalkeeper,England,17/03/1988,201cm,93kg
312,Ben Foster,Goalkeeper,England,03/04/1983,193cm,
313,Tariqe Fosu-Henry,Midfielder,Ghana,05/11/1995,180cm,
314,Ryan Fraser,Midfielder,Scotland,24/02/1994,163cm,70kg
315,Melkamu Frauendorf,Midfielder,Germany,12/01/2004,,
316,Fred,Midfielder,Brazil,05/03/1993,169cm,64kg
317,Freddie Woodman,Goalkeeper,England,04/03/1997,188cm,
318,Ryan Fredericks,Defender,England,10/10/1992,181cm,74kg
319,Christian Fuchs,Defender,Austria,07/04/1986,187cm,
320,James Furlong,Defender,Ireland,07/06/2002,,
321,Gabriel Jesus,Forward,Brazil,03/04/1997,175cm,73kg
322,Gabriel Magalhães,Defender,Brazil,19/12/1997,190cm,78kg
323,Gabriel Martinelli,Forward,Brazil,18/06/2001,178cm,75kg
324,Ethan Galbraith,Midfielder,Northern Ireland,11/05/2001,175cm,
325,Conor Gallagher,Midfielder,England,06/02/2000,182cm,
326,Eric García,Defender,Spain,09/01/2001,182cm,
327,Alejandro Garnacho,Midfielder,Argentina,01/07/2004,180cm,80kg
328,James Garner,Midfielder,England,13/03/2001,186cm,78kg
329,Dwight Gayle,Forward,England,17/10/1989,174cm,
330,Jean-Philippe Gbamin,Midfielder,Cote D’Ivoire,25/09/1995,186cm,
331,Joe Gelhardt,Forward,England,04/05/2002,175cm,65kg
332,Rachid Ghezzal,Midfielder,Algeria,09/05/1992,182cm,
333,Saman Ghoddos,Forward,Iran,06/09/1993,176cm,75kg
334,Dimitris Giannoulis,Defender,Greece,17/10/1995,175cm,
335,Liam Gibbs,Midfielder,England,16/12/2002,,
336,Morgan Gibbs-White,Midfielder,England,27/01/2000,171cm,
337,Lewis Gibson,Defender,England,19/07/2000,185cm,
338,Bryan Gil,Forward,Spain,11/02/2001,175cm,60kg
339,Alex Gilbert,Forward,Ireland,28/12/2001,,
340,Ryan Giles,Midfielder,England,26/01/2000,179cm,
341,Mark Gillespie,Goalkeeper,England,27/03/1992,192cm,83kg
342,Billy Gilmour,Midfielder,Scotland,11/06/2001,166cm,60kg
343,Olivier Giroud,Forward,France,30/09/1986,192cm,
344,Ben Godfrey,Defender,England,15/01/1998,183cm,74kg
345,Pierluigi Gollini,Goalkeeper,Italy,18/03/1995,194cm,
346,Claudio Gomes,Midfielder,France,23/07/2000,164cm,
347,Joe Gomez,Defender,England,23/05/1997,188cm,77kg
348,Charlie Goode,Defender,England,03/08/1995,196cm,89kg
349,Lewis Gordon,Defender,Scotland,12/02/2001,,
350,Dan Gosling,Midfielder,England,01/02/1990,183cm,
351,Kamil Grabara,Goalkeeper,Poland,08/01/1999,195cm,
352,Lee Grant,Goalkeeper,England,27/01/1983,193cm,
353,Demarai Gray,Forward,England,28/06/1996,180cm,74kg
354,Jack Grealish,Midfielder,England,10/09/1995,175cm,68kg
355,Sam Greenwood,Forward,England,26/01/2002,185cm,
356,Jack Grieves,Forward,England,05/12/2004,,
357,Pascal Groß,Midfielder,Germany,15/06/1991,181cm,78kg
358,Marko Grujic,Midfielder,Serbia,13/04/1996,191cm,
359,Vicente Guaita,Goalkeeper,Spain,10/01/1987,190cm,81kg
360,Jóhann Gudmundsson,Midfielder,Iceland,27/10/1990,186cm,
361,Marc Guéhi,Defender,England,13/07/2000,182cm,82kg
362,Mattéo Guendouzi,Midfielder,France,14/04/1999,185cm,
363,Frédéric Guilbert,Defender,France,24/12/1994,178cm,70kg
364,Ilkay Gündogan,Midfielder,Germany,24/10/1990,180cm,80kg
365,Angus Gunn,Goalkeeper,England,22/01/1996,196cm,
366,Patrik Gunnarsson,Goalkeeper,Iceland,15/11/2000,190cm,
367,Peter Gwargis,Midfielder,Sweden,04/09/2000,,
368,Viktor Gyökeres,Forward,Sweden,04/06/1998,187cm,
369,Micah Hamilton,Midfielder,England,13/11/2003,,
370,Grant Hanley,Defender,Scotland,20/11/1991,187cm,
371,Reece Hannam,Defender,England,11/09/2000,,
372,Bjorn Hardley,Defender,Netherlands,19/12/2002,,
373,Jack Harrison,Midfielder,England,20/11/1996,175cm,70kg
374,Joe Hart,Goalkeeper,England,19/04/1987,196cm,
375,Taylor Harwood-Bellis,Defender,England,30/01/2002,188cm,
376,Kortney Hause,Defender,England,16/07/1995,191cm,
377,Kai Havertz,Midfielder,Germany,11/06/1999,188cm,83kg
378,Kaine Hayden,Defender,England,23/10/2002,,
379,Maxwell Haygarth,Midfielder,England,21/01/2002,,
380,Tom Heaton,Goalkeeper,England,15/04/1986,188cm,85kg
381,Karl Hein,Goalkeeper,Estonia,13/04/2002,193cm,
382,Philip Heise,Defender,Germany,20/06/1991,184cm,
383,Hélder Costa,Forward,Angola,12/01/1994,178cm,
384,Mark Helm,Midfielder,England,21/10/2001,,
385,Stephen Henderson,Goalkeeper,Ireland,02/05/1988,193cm,
386,Jeff Hendrick,Midfielder,Ireland,31/01/1992,185cm,
387,Wayne Hennessey,Goalkeeper,Wales,24/01/1987,198cm,90kg
388,Rico Henry,Defender,England,08/07/1997,170cm,67kg
389,Jack Henry-Francis,Midfielder,Ireland,23/09/2003,,
390,Onel Hernández,Midfielder,Cuba,01/02/1993,172cm,
391,Thomas Hill,Forward,England,13/10/2002,,
392,James Hillson,Goalkeeper,England,14/01/2001,,
393,Leo Hjelde,Defender,Norway,26/08/2003,188cm,
394,Wesley Hoedt,Defender,Netherlands,06/03/1994,188cm,
395,Ki-Jana Hoever,Defender,Netherlands,18/01/2002,180cm,
396,Rob Holding,Defender,England,20/09/1995,189cm,81kg
397,Mason Holgate,Defender,England,22/10/1996,184cm,63kg
398,Nathan Holland,Midfielder,England,19/06/1998,178cm,
399,Conor Hourihane,Midfielder,Ireland,02/02/1991,180cm,
400,Callum Hudson-Odoi,Midfielder,England,07/11/2000,182cm,
401,Niall Huggins,Defender,Wales,18/12/2000,,
402,Will Hughes,Midfielder,England,17/04/1995,185cm,74kg
403,Joe Hugill,Forward,England,19/10/2003,,
404,Joseph Hungbo,Midfielder,England,15/01/2000,,
405,Mackenzie Hunt,Midfielder,England,14/11/2001,,
406,Omari Hutchinson,Midfielder,Jamaica,29/10/2003,,
407,Hwang Hee-Chan,Forward,South Korea,26/01/1996,177cm,77kg
408,Pierre-Emile Højbjerg,Midfielder,Denmark,05/08/1995,187cm,84kg
409,Adam Idah,Forward,Ireland,11/02/2001,190cm,
410,Kelechi Iheanacho,Forward,Nigeria,03/10/1996,185cm,82kg
411,Danny Ings,Forward,England,23/07/1992,178cm,73kg
412,Tim Iroegbunam,Midfielder,England,30/06/2003,,
413,Einar Iversen,Midfielder,Norway,06/06/2001,,
414,Alex Iwobi,Forward,Nigeria,03/05/1996,180cm,75kg
415,José Izquierdo,Forward,Colombia,07/07/1992,171cm,
416,Jaroslaw Jach,Defender,Poland,17/02/1994,192cm,
417,Alireza Jahanbakhsh,Forward,Iran,11/08/1993,180cm,
418,Eldin Jakupovic,Goalkeeper,Switzerland,02/10/1984,191cm,85kg
419,Reece James,Defender,England,08/12/1999,182cm,82kg
420,Vitaly Janelt,Midfielder,Germany,10/05/1998,184cm,79kg
421,Alexandre Jankewitz,Midfielder,Switzerland,25/12/2001,179cm,
422,Pontus Jansson,Defender,Sweden,13/02/1991,194cm,89kg
423,Vítezslav Jaros,Goalkeeper,Czech Republic,23/07/2001,,
424,Taylor Jay-Hart,Midfielder,England,18/12/2003,179cm,
425,Julian Jeanvier,Defender,Guinea,31/03/1992,183cm,
426,Jack Jenkins,Midfielder,England,23/03/2002,,
427,Teddy Jenks,Midfielder,England,12/03/2002,191cm,
428,Mathias Jensen,Midfielder,Denmark,01/01/1996,180cm,68kg
429,Jeong Sang-Bin,Forward,South Korea,01/04/2002,173cm,
